word_a	word_b	dist	ipa_a	ipa_b	freq_a	freq_b
काप्रो	काब्रो	0.0083	kaːpɾoː	kaːbɾoː	5	2
काप्रो	काभ्रा	0.0333	kaːpɾoː	kaːbʰɾaː	5	2
काप्रो	काप्यो	0.0500	kaːpɾoː	kaːpːjoː	5	1
काप्रो	काम्लो	0.0458	kaːpɾoː	kaːmloː	5	1
काप्रो	कोत्रे	0.0542	kaːpɾoː	koːtɾeː	5	1
किटिङ	किपिङ	0.0292	kɪʈɪŋ	kɪpɪŋ	5	2
किन्ने	किन्दै	0.0250	kɪnneː	kɪndɛː	5	3
किन्ने	कुन्दे	0.0500	kɪnneː	kundeː	5	1
किरीट	करीब	0.0542	kɪɾɪːʈ	kəɾɪːb	5	4
किस्सा	किस्ता	0.0167	kɪssaː	kɪstaː	5	3
किस्सा	किट्स	0.0500	kɪssaː	kɪʈsə	5	1
कुस्मा	कुश्मा	0.0167	kusmaː	kuʃmaː	5	1
कथित	कठीन	0.0500	kʌtʰɪt	kəʈʰɪːn	4	3
कब्र	काब्रो	0.0417	kʌbɾə	kaːbɾoː	4	2
कब्र	काभ्रा	0.0500	kʌbɾə	kaːbʰɾaː	4	2
कमिज	काबिज	0.0333	kʌmɪɟ	kaːbɪɟ	4	2
करीब	करेन	0.0542	kəɾɪːb	kəɾeːn	4	2
काँक्रा	किग्रा	0.0500	kãkɾaː	kɪɡɾaː	4	4
काँक्रा	काक्रे	0.0333	kãkɾaː	kaːkɾeː	4	3
काइँला	काइँली	0.0250	kaːĩlaː	kaːĩliː	4	3
काइँला	कोइला	0.0333	kaːĩlaː	koːɪlaː	4	3
काइँला	काइला	0.0167	kaːĩlaː	kaːɪlaː	4	1
काइँला	काउलो	0.0500	kaːĩlaː	kaːʊloː	4	1
काट्छ	काष्ट	0.0458	kaːʈcʰə	kaːʂʈə	4	3
काट्छ	काँप्छ	0.0458	kaːʈcʰə	kãpcʰə	4	1
काट्छ	किट्च	0.0500	kaːʈcʰə	kɪʈcə	4	1
कात्रे	काक्रे	0.0375	kaːtɾeː	kaːkɾeː	4	3
कात्रे	काटिए	0.0583	kaːtɾeː	kaːʈɪeː	4	1
कात्रे	कोत्रे	0.0167	kaːtɾeː	koːtɾeː	4	1
कालिज	कुलिग	0.0500	kaːlɪɟ	kulɪɡ	4	4
कालिज	काबिज	0.0458	kaːlɪɟ	kaːbɪɟ	4	2
कुटिल	कुरिल	0.0458	kuʈɪl	kuɾɪl	4	1
कुट्ने	कुट्दा	0.0333	kuʈneː	kuʈdaː	4	3
कुट्ने	कुट्न	0.0250	kuʈneː	kuʈnə	4	3
कुट्ने	कुद्न	0.0417	kuʈneː	kudnə	4	2
कुट्ने	कट्ने	0.0250	kuʈneː	kʌʈneː	4	1
कुतुब	कुरूप	0.0542	kutub	kuɾuːp	4	2
कुतुब	कुनोभ	0.0583	kutub	kunoːbʰ	4	1
कुन्छा	कुण्ठा	0.0333	kuncʰaː	kuɳʈʰaː	4	2
कुन्छा	कुन्टा	0.0292	kuncʰaː	kunʈaː	4	2
कुलिग	कुलुङ्	0.0500	kulɪɡ	kuluŋ	4	3
कुलिग	कुलुङ	0.0500	kulɪɡ	kuluŋ	4	1
कौशल	किशन	0.0583	kɔːʃəl	kɪʃən	4	2
कौशल	कैसल	0.0333	kɔːʃəl	kɛːsəl	4	1
क्रिम	कृमि	0.0167	kɾɪmə	kɾɪmɪ	4	1
क्रिम	क्रीम	0.0083	kɾɪmə	kɾɪːmə	4	1
कछाड	कणाद	0.0583	kəcʰaːɖ	kəɳaːd	3	1
कट्स	किट्स	0.0250	kʌʈsə	kɪʈsə	3	1
कट्स	किप्स	0.0542	kʌʈsə	kɪpsə	3	1
कठीन	कहीं	0.0458	kəʈʰɪːn	kəhɪːn	3	2
कनट	कानन	0.0500	kʌnəʈ	kaːnən	3	3
कनट	कणप	0.0417	kʌnəʈ	kʌɳəp	3	2
कनट	केनेथ	0.0583	kʌnəʈ	keːneːtʰ	3	2
कम्ब	किम्बु	0.0583	kʌmbə	kɪmbu	3	3
कम्ब	कुम्भै	0.0500	kʌmbə	kumbʰɛː	3	2
कम्ब	कम्दी	0.0458	kʌmbə	kʌmdi	3	1
करन	कलन	0.0208	kʌɾən	kʌlən	3	3
करन	किरन	0.0250	kʌɾən	kɪɾən	3	3
करन	करङ	0.0375	kʌɾən	kʌɾəŋ	3	2
करन	करेन	0.0333	kʌɾən	kəɾeːn	3	2
करन	कोरल	0.0417	kʌɾən	koːɾəl	3	2
करन	करुण	0.0458	kʌɾən	kʌɾuɳ	3	1
कलन	कानन	0.0417	kʌlən	kaːnən	3	3
कलन	कालीन	0.0417	kʌlən	kaːlɪːn	3	2
कलन	कोलान	0.0417	kʌlən	koːlaːn	3	2
कलन	कलिन	0.0167	kʌlən	kʌlɪn	3	1
काइँली	काउली	0.0333	kaːĩliː	kaːʊliː	3	2
काइँली	काँइली	0.0417	kaːĩliː	kãɪli	3	1
काक्रे	काक्री	0.0167	kaːkɾeː	kaːkɾi	3	1
काक्रे	कोत्रे	0.0542	kaːkɾeː	koːtɾeː	3	1
काग्ती	काञ्ची	0.0542	kaːɡti	kaːɲci	3	2
काग्ती	काक्री	0.0458	kaːɡti	kaːkɾi	3	1
काग्ती	कान्ती	0.0542	kaːɡti	kaːnti	3	1
कानन	काटन	0.0333	kaːnən	kaːʈən	3	1
कान्तो	काट्टो	0.0417	kaːntoː	kaːʈʈoː	3	2
कान्तो	कान्टै	0.0333	kaːntoː	kaːnʈɛː	3	2
कान्तो	कोल्टो	0.0500	kaːntoː	koːlʈoː	3	2
कान्तो	कान्ती	0.0333	kaːntoː	kaːnti	3	1
काष्ट	कास्ट	0.0083	kaːʂʈə	kaːsʈə	3	1
काष्ट	कोष्ट	0.0167	kaːʂʈə	koːʂʈə	3	1
किन्दै	किन्जी	0.0542	kɪndɛː	kɪnɟi	3	2
किन्दै	कुन्दे	0.0417	kɪndɛː	kundeː	3	1
किम्बु	किम्ती	0.0542	kɪmbu	kɪmti	3	1
किरन	करेन	0.0417	kɪɾən	kəɾeːn	3	2
किरन	किशन	0.0542	kɪɾən	kɪʃən	3	2
किस्ट	किस्ता	0.0333	kɪsʈə	kɪstaː	3	3
किस्ट	किस्ती	0.0333	kɪsʈə	kɪsti	3	3
किस्ट	किट्च	0.0458	kɪsʈə	kɪʈcə	3	1
किस्ता	किस्ती	0.0333	kɪstaː	kɪsti	3	3
किस्ती	कुस्ती	0.0333	kɪsti	kusti	3	2
कुक्कु	कुट्की	0.0542	kukku	kuʈki	3	2
कुक्कु	कच्छु	0.0500	kukku	kʌccʰu	3	1
कुटाई	कसाई	0.0583	kuʈaːi	kəsaːi	3	1
कुट्दा	कुट्न	0.0417	kuʈdaː	kuʈnə	3	3
कुट्दा	कुण्डा	0.0375	kuʈdaː	kuɳɖaː	3	3
कुट्न	कुद्न	0.0167	kuʈnə	kudnə	3	2
कुण्डा	कुञ्जो	0.0542	kuɳɖaː	kuɲɟoː	3	2
कुण्डा	कुण्ठा	0.0167	kuɳɖaː	kuɳʈʰaː	3	2
कुण्डा	कुन्टा	0.0208	kuɳɖaː	kunʈaː	3	2
कुण्डा	कुन्दे	0.0375	kuɳɖaː	kundeː	3	1
कुमाल	कमाल	0.0333	kumaːl	kəmaːl	3	2
कुलुङ्	कुलुङ	0.0000	kuluŋ	kuluŋ	3	1
कोइला	कोअली	0.0417	koːɪlaː	koːəliː	3	2
कोइला	काइला	0.0167	koːɪlaː	kaːɪlaː	3	1
क्रेक	क्रय	0.0583	kɾeːkə	kɾʌjə	3	1
क्रेक	क्लक	0.0375	kɾeːkə	klʌkə	3	1
कमान	कमाल	0.0250	kəmaːn	kəmaːl	2	2
कमान	कणाद	0.0417	kəmaːn	kəɳaːd	2	1
कमाल	कणाद	0.0500	kəmaːl	kəɳaːd	2	1
करङ	केरूङ	0.0583	kʌɾəŋ	keːɾuːŋ	2	2
कहीं	कोकिन	0.0583	kəhɪːn	koːkɪn	2	2
कहीं	कुहिन	0.0417	kəhɪːn	kuhɪn	2	1
काउली	कोअली	0.0333	kaːʊliː	koːəliː	2	2
काउली	काँइली	0.0417	kaːʊliː	kãɪli	2	1
काउली	काउलो	0.0250	kaːʊliː	kaːʊloː	2	1
काञ्ची	कुञ्जी	0.0500	kaːɲci	kuɲɟi	2	2
काट्टो	काट्ता	0.0250	kaːʈʈoː	kaːʈtaː	2	2
काट्टो	काट्दै	0.0417	kaːʈʈoː	kaːʈdɛː	2	1
काट्ता	काट्दै	0.0333	kaːʈtaː	kaːʈdɛː	2	1
कानु	कुनु	0.0417	kaːnuu	kunuu	2	1
कान्टै	कान्ती	0.0333	kaːnʈɛː	kaːnti	2	1
काप्चा	काँप्छ	0.0500	kaːpcaː	kãpcʰə	2	1
काप्चा	काप्यो	0.0583	kaːpcaː	kaːpːjoː	2	1
काप्चा	कोप्चा	0.0167	kaːpcaː	koːpcaː	2	1
काब्रो	काभ्रा	0.0250	kaːbɾoː	kaːbʰɾaː	2	2
काब्रो	काप्यो	0.0583	kaːbɾoː	kaːpːjoː	2	1
काब्रो	काम्लो	0.0375	kaːbɾoː	kaːmloː	2	1
कालीन	कोलान	0.0500	kaːlɪːn	koːlaːn	2	2
कालीन	कलिन	0.0250	kaːlɪːn	kʌlɪn	2	1
किन्जी	कन्जी	0.0250	kɪnɟi	kʌnɟi	2	1
किन्जी	किन्यो	0.0583	kɪnɟi	kɪnjoː	2	1
किशन	किटान	0.0500	kɪʃən	kɪʈaːn	2	1
कुञ्जी	कुञ्जो	0.0333	kuɲɟi	kuɲɟoː	2	2
कुञ्जी	कन्जी	0.0542	kuɲɟi	kʌnɟi	2	1
कुण्ठा	कुन्टा	0.0208	kuɳʈʰaː	kunʈaː	2	2
कुद्न	कुन्नि	0.0333	kudnə	kunnɪ	2	2
कुन्टा	कुन्दे	0.0333	kunʈaː	kundeː	2	1
कुन्नि	कुन्दे	0.0417	kunnɪ	kundeː	2	1
कुम्भै	कुन्दे	0.0583	kumbʰɛː	kundeː	2	1
केन्या	किन्यो	0.0417	keːnjaː	kɪnjoː	2	1
केबुल	काबुल	0.0167	keːbul	kaːbul	2	1
केरूङ	करुण	0.0500	keːɾuːŋ	kʌɾuɳ	2	1
केरूङ	केलाङ	0.0542	keːɾuːŋ	keːlaːŋ	2	1
कोकिन	कोगन	0.0250	koːkɪn	koːɡən	2	2
कोकिन	कोचिङ	0.0458	koːkɪn	koːcɪŋ	2	2
कोकिन	कुहिन	0.0500	koːkɪn	kuhɪn	2	1
कोगन	काटन	0.0542	koːɡən	kaːʈən	2	1
कोचिङ	कुकिज	0.0583	koːcɪŋ	kukɪɟ	2	1
कोरल	कुरिल	0.0417	koːɾəl	kuɾɪl	2	1
कोलान	केलाङ	0.0542	koːlaːn	keːlaːŋ	2	1
कोल्टो	कोस्ट	0.0583	koːlʈoː	koːsʈə	2	1
कोवान	कोवेन	0.0167	koːwaːn	koːweːn	2	2
कोवान	केविन	0.0583	koːwaːn	keːwɪn	2	1
कोवेन	कुवेत	0.0500	koːweːn	kuweːt	2	1
कोवेन	केविन	0.0417	koːweːn	keːwɪn	2	1
क्लव	क्रय	0.0458	klʌwə	kɾʌjə	2	1
क्लव	क्लक	0.0500	klʌwə	klʌkə	2	1
कट्ने	काट्दै	0.0417	kʌʈneː	kaːʈdɛː	1	1
कन्जी	कल्कि	0.0500	kʌnɟi	kʌlkɪ	1	1
कम्दी	कान्ती	0.0458	kʌmdi	kaːnti	1	1
कम्दी	किम्ती	0.0333	kʌmdi	kɪmti	1	1
कराए	कसाई	0.0542	kəɾaːeː	kəsaːi	1	1
कवच	काँवड	0.0542	kʌwəc	kãwʌɖ	1	1
काइला	काउलो	0.0333	kaːɪlaː	kaːʊloː	1	1
काम्ले	काम्लो	0.0167	kaːmleː	kaːmloː	1	1
कास्ट	कोस्ट	0.0167	kaːsʈə	koːsʈə	1	1
किट्च	किट्स	0.0458	kɪʈcə	kɪʈsə	1	1
किट्स	किप्स	0.0292	kɪʈsə	kɪpsə	1	1
किट्स	किब्स	0.0375	kɪʈsə	kɪbsə	1	1
किप्स	किब्स	0.0083	kɪpsə	kɪbsə	1	1
किब्स	किम्ती	0.0583	kɪbsə	kɪmti	1	1
कुष्ठ	कोष्ट	0.0333	kuʂʈʰə	koːʂʈə	1	1
कुष्ठ	कोस्ट	0.0417	kuʂʈʰə	koːsʈə	1	1
कृमि	क्रीम	0.0250	kɾɪmɪ	kɾɪːmə	1	1
कैथल	कैसल	0.0250	kɛːtʰəl	kɛːsəl	1	1
कोष्ट	कोस्ट	0.0083	koːʂʈə	koːsʈə	1	1
अन्य	अन्य़	0.0000	ʌnjə	ʌnjə	763	1
अलग	अलप	0.0521	ʌləɡ	ʌləp	136	1
अग्लो	अग्ला	0.0208	ʌɡloː	ʌɡlaː	103	26
अन्ना	अन्न	0.0312	ʌnnaː	ʌnnə	75	21
अन्ना	अन्डा	0.0312	ʌnnaː	ʌnɖaː	75	5
अन्ना	अन्धा	0.0312	ʌnnaː	ʌndʰaː	75	3
अङ्क	अङ्ग	0.0104	ʌŋkə	ʌŋɡə	74	65
असल	अटल	0.0312	ʌsəl	ʌʈəl	39	7
असल	असन	0.0312	ʌsəl	ʌsən	39	3
असल	अचल	0.0573	ʌsəl	ʌcəl	39	1
अरब	अलप	0.0365	ʌɾəb	ʌləp	27	1
अनिल	अपिल	0.0573	ʌnɪl	ʌpɪl	25	7
अनिल	अमल	0.0469	ʌnɪl	ʌməl	25	3
अन्त	अन्न	0.0312	ʌntə	ʌnnə	25	21
अन्त	अन्तु	0.0417	ʌntə	ʌntu	25	5
अन्त	अन्तै	0.0208	ʌntə	ʌntɛː	25	1
अन्त	अल्ट	0.0417	ʌntə	ʌlʈə	25	1
अन्त	अल्प	0.0573	ʌntə	ʌlpə	25	1
अन्न	अम्ल	0.0573	ʌnnə	ʌmlə	21	3
अन्न	अट्न	0.0417	ʌnnə	ʌʈnə	21	2
अखिल	अपिल	0.0521	ʌkʰɪl	ʌpɪl	15	7
अखिल	अचल	0.0417	ʌkʰɪl	ʌcəl	15	1
अड्डा	अन्डा	0.0312	ʌɖɖaː	ʌnɖaː	11	5
अड्डा	अन्धा	0.0521	ʌɖɖaː	ʌndʰaː	11	3
अटल	अतुल	0.0521	ʌʈəl	ʌtul	7	3
अटल	अचल	0.0260	ʌʈəl	ʌcəl	7	1
अपिल	अफिस	0.0521	ʌpɪl	ʌpʰɪs	7	5
अपिल	अपन	0.0521	ʌpɪl	ʌpən	7	4
अपिल	अमल	0.0521	ʌpɪl	ʌməl	7	3
अपिल	अबुल	0.0521	ʌpɪl	ʌbul	7	2
अपिल	अचल	0.0521	ʌpɪl	ʌcəl	7	1
अकुत	अटुट	0.0469	ʌkut	ʌʈuʈ	6	2
औलो	और	0.0573	ʌʊloː	ʌʊɾə	6	5
औलो	औटो	0.0521	ʌʊloː	ʌʊʈoː	6	1
औलो	औले	0.0208	ʌʊloː	ʌʊleː	6	1
अन्डा	अन्धा	0.0208	ʌnɖaː	ʌndʰaː	5	3
अन्डा	अन्धो	0.0417	ʌnɖaː	ʌndʰoː	5	3
अन्डा	अंडी	0.0573	ʌnɖaː	ʌɳɖi	5	1
अन्डा	अन्तै	0.0521	ʌnɖaː	ʌntɛː	5	1
अन्तु	अस्तु	0.0521	ʌntu	ʌstu	5	4
अन्तु	अन्धो	0.0521	ʌntu	ʌndʰoː	5	3
अम्बा	अम्बु	0.0521	ʌmbaː	ʌmbu	5	2
अश्रु	अश्रू	0.0104	ʌʃɾu	ʌʃɾuː	5	1
अस्ति	अस्तु	0.0417	ʌstɪ	ʌstu	5	4
अस्ति	अष्ट	0.0417	ʌstɪ	ʌʂʈə	5	3
अस्ति	अस्थि	0.0104	ʌstɪ	ʌstʰɪ	5	3
अस्ति	अस्त	0.0208	ʌstɪ	ʌstə	5	2
अस्ति	अस्सी	0.0417	ʌstɪ	ʌssiː	5	1
और	ऐरी	0.0521	ʌʊɾə	ʌɪɾi	5	2
और	औले	0.0573	ʌʊɾə	ʌʊleː	5	1
अपन	असन	0.0469	ʌpən	ʌsən	4	3
असित	असन	0.0521	ʌsɪt	ʌsən	4	3
अस्तु	अत्तो	0.0521	ʌstu	ʌttoː	4	3
अस्तु	अस्त	0.0417	ʌstu	ʌstə	4	2
अजिज	अडिग	0.0365	ʌɟɪɟ	ʌɖɪɡ	3	1
अट्छ	अष्ट	0.0573	ʌʈcʰə	ʌʂʈə	3	3
अतुल	अबुल	0.0365	ʌtul	ʌbul	3	2
अत्तो	अन्धो	0.0521	ʌttoː	ʌndʰoː	3	3
अत्तो	अस्त	0.0521	ʌttoː	ʌstə	3	2
अन्धा	अन्धो	0.0208	ʌndʰaː	ʌndʰoː	3	3
अन्धा	अन्तै	0.0521	ʌndʰaː	ʌntɛː	3	1
अष्ट	अस्थि	0.0521	ʌʂʈə	ʌstʰɪ	3	3
अष्ट	अस्त	0.0208	ʌʂʈə	ʌstə	3	2
अस्थि	अस्त	0.0312	ʌstʰɪ	ʌstə	3	2
अस्थि	अस्सी	0.0521	ʌstʰɪ	ʌssiː	3	1
अल्फा	अल्प	0.0417	ʌlpʰaː	ʌlpə	2	1
अस्त	अल्ट	0.0521	ʌstə	ʌlʈə	2	1
अत्रि	अत्री	0.0104	ʌtɾɪ	ʌtɾi	1	1
अल्ट	अल्प	0.0365	ʌlʈə	ʌlpə	1	1
विकास	विकाश	0.0167	wɪkaːs	wɪkaːʃ	721	7
विकास	विकेट	0.0417	wɪkaːs	wɪkeːʈ	721	3
विकास	वेगास	0.0333	wɪkaːs	weːɡaːs	721	1
विशेष	विदेश	0.0500	wɪʃeːʂ	wɪdeːʃ	353	15
विशेष	विषेश	0.0167	wɪʃeːʂ	wɪʂeːʃ	353	4
विशेष	विशद	0.0583	wɪʃeːʂ	wɪʃəd	353	2
विशाल	विडाल	0.0333	wɪʃaːl	wɪɖaːl	104	4
विशाल	विशद	0.0500	wɪʃaːl	wɪʃəd	104	2
विशाल	विषाद	0.0333	wɪʃaːl	wɪʂaːd	104	2
वस्तु	वस्ती	0.0250	wʌstu	wʌsti	99	5
वस्तु	वास्तु	0.0167	wʌstu	waːstu	99	3
वस्तु	वेस्टी	0.0500	wʌstu	weːsʈi	99	1
विरोध	विनोद	0.0375	wɪɾoːdʰ	wɪnoːd	86	8
विरोध	विराट	0.0417	wɪɾoːdʰ	wɪɾaːʈ	86	8
विरोध	वरद	0.0583	wɪɾoːdʰ	wʌɾəd	86	4
विरोध	विराज	0.0542	wɪɾoːdʰ	wɪɾaːɟ	86	2
विभाग	विभेद	0.0542	wɪbʰaːɡ	wɪbʰeːd	63	25
विविध	विवाद	0.0500	wɪwɪdʰ	wɪwaːd	51	33
विवाद	विहान	0.0583	wɪwaːd	wɪhaːn	33	1
विधान	विभेद	0.0542	wɪdʰaːn	wɪbʰeːd	31	25
विधान	विमान	0.0458	wɪdʰaːn	wɪmaːn	31	22
विधान	विडाल	0.0417	wɪdʰaːn	wɪɖaːl	31	4
विधान	वि.सं	0.0500	wɪdʰaːn	wɪsʌn	31	1
विभेद	विपत	0.0500	wɪbʰeːd	wɪpət	25	1
विमान	वुमन	0.0583	wɪmaːn	wumən	22	2
विमान	विमल	0.0500	wɪmaːn	wɪməl	22	1
विमान	विहान	0.0500	wɪmaːn	wɪhaːn	22	1
विकट	विगत	0.0167	wɪkəʈ	wɪɡət	21	12
विकट	विकाश	0.0500	wɪkəʈ	wɪkaːʃ	21	7
विकट	विकेट	0.0250	wɪkəʈ	wɪkeːʈ	21	3
विकट	विकेड	0.0333	wɪkəʈ	wɪkeːɖ	21	2
विकट	विपत	0.0417	wɪkəʈ	wɪpət	21	1
वुड्स	वन्स	0.0500	wuɖsə	wʌnsə	21	2
विद्या	वैद्य	0.0417	wɪdjaː	wɛːdjə	16	6
वित्त	वेस्ट	0.0500	wɪttə	weːsʈə	15	8
वित्त	वित्दै	0.0250	wɪttə	wɪtdɛː	15	2
वित्त	विष्ट	0.0333	wɪttə	wɪʂʈə	15	2
वित्त	वेत्ता	0.0500	wɪttə	weːttaː	15	2
विदेश	विनाश	0.0333	wɪdeːʃ	wɪnaːʃ	15	11
विदेश	विषेश	0.0333	wɪdeːʃ	wɪʂeːʃ	15	4
विन्दु	विन्डो	0.0333	wɪndu	wɪnɖoː	15	4
विन्दु	विन्नी	0.0500	wɪndu	wɪnniː	15	2
विन्दु	विन्ती	0.0333	wɪndu	wɪnti	15	1
वेल्स	वेल्थ	0.0250	weːlsə	weːltʰə	13	3
वेल्स	वन्स	0.0417	weːlsə	wʌnsə	13	2
वेल्स	वल्ट	0.0417	weːlsə	wʌlʈə	13	2
विगत	विकल	0.0417	wɪɡət	wɪkəl	12	4
विगत	विगल	0.0333	wɪɡət	wɪɡəl	12	3
विगत	विपत	0.0417	wɪɡət	wɪpət	12	1
विफल	विकल	0.0417	wɪpʰəl	wɪkəl	12	4
विफल	विपत	0.0417	wɪpʰəl	wɪpət	12	1
विफल	विमल	0.0333	wɪpʰəl	wɪməl	12	1
वक्ता	वेत्ता	0.0542	wʌktaː	weːttaː	11	2
वक्ता	वक्स	0.0417	wʌktaː	wʌksə	11	1
वक्ता	वग्ने	0.0500	wʌktaː	wʌɡneː	11	1
विनाश	विनोद	0.0583	wɪnaːʃ	wɪnoːd	11	8
विनाश	विराट	0.0542	wɪnaːʃ	wɪɾaːʈ	11	8
वचन	वाचन	0.0167	wʌcən	waːcən	9	9
वचन	वेतन	0.0458	wʌcən	weːtən	9	9
वचन	वकिल	0.0500	wʌcən	wʌkɪl	9	7
वचन	वहन	0.0333	wʌcən	wʌhən	9	7
वचन	वजन	0.0083	wʌcən	wʌɟən	9	5
वाचन	वेतन	0.0458	waːcən	weːtən	9	9
वाचन	वाहन	0.0333	waːcən	waːhən	9	6
वाचन	वजन	0.0250	waːcən	wʌɟən	9	5
वाचन	वामन	0.0500	waːcən	waːmən	9	4
वाचन	वादन	0.0375	waːcən	waːdən	9	1
वास्ता	वाष्प	0.0542	waːstaː	waːʂpə	9	3
वास्ता	वास्तु	0.0417	waːstaː	waːstu	9	3
वास्ता	वान्ता	0.0417	waːstaː	waːntaː	9	2
वास्ता	वेत्ता	0.0333	waːstaː	weːttaː	9	2
